0,16698,92,-113,203
1,16698,93,-104,217
2,16704,82,-82,234
3,16695,74,-91,239
4,16705,70,-87,248
5,16704,71,-82,238
6,16696,81,-37,233
7,16703,67,-41,214
8,16678,64,-43,215
9,16705,28,-32,228
10,16712,30,-40,242
11,16692,79,-44,240
12,16701,100,-11,225
13,16692,122,-64,217
14,16713,115,-46,208
15,16682,101,1,218
16,16670,70,15,230
17,16662,92,-8,243
18,16659,103,-31,249
19,16697,101,-18,238
20,16688,100,-15,222
21,16656,75,-36,220
22,16664,104,-40,219
23,16657,100,-37,226
24,16669,84,-34,228
25,16678,82,-41,232
26,16681,96,-45,227
27,16681,107,-18,222
28,16683,114,-35,243
29,16692,99,-43,243
30,16696,109,-37,237
31,16691,100,-39,228
32,16685,86,-42,228
33,16701,91,-34,223
34,16692,108,-32,228
35,16682,108,-21,219
36,16689,103,-35,228
37,16696,80,-32,229
38,16687,78,-41,233
39,16675,67,-48,240
40,16670,67,-29,241
41,16673,76,-16,240
42,16686,62,-23,234
43,13160,63,-3,234
44,8930,48,-12,241
45,8048,65,17,255
46,6420,55,5,247
47,5113,35,17,257
48,5178,12,-4,268
49,4730,35,10,288
50,4892,0,10,290
51,5543,4,39,266
52,6664,-7,49,262
53,10583,21,49,229
54,16389,30,77,238
55,16704,-11,80,255
56,16696,-19,81,279
57,16002,7,89,302
58,10154,-19,101,275
59,7653,-60,113,159
60,7129,-37,147,96
61,7571,-36,151,84
62,9652,-51,179,96
63,16679,-36,248,129
64,16681,-88,226,29
65,16686,-121,200,9
66,16679,-140,204,0
67,16687,-13,235,42
68,16676,-45,230,111
69,16686,-200,208,142
70,16676,-166,196,158
71,16687,-126,227,76
72,16677,-119,206,31
73,16688,-43,190,43
74,16678,-55,175,109
75,16688,-82,159,137
76,16675,22,137,157
77,16681,-118,142,171
78,16678,-130,112,255
79,16690,-172,57,323
80,16682,78,168,252
81,16681,81,103,285
82,16687,-79,36,240
83,15930,-46,82,271
84,9595,44,81,259
85,5613,36,26,262
86,3965,-18,41,227
87,4605,-33,23,257
88,4923,40,31,271
89,5346,35,47,273
90,5172,5,26,286
91,4886,-1,5,280
92,4415,2,16,264
93,4816,1,1,246
94,4037,6,12,236
95,3342,10,-3,240
96,4111,5,15,255
97,7403,2,40,281
98,12107,1,40,299
99,14269,2,44,307
100,16680,11,57,314
101,16681,-1,51,295
102,16690,-49,51,271
103,16684,-24,90,233
104,16690,-20,81,217
105,16676,-47,116,202
106,16691,-95,131,199
107,16545,-97,161,169
108,14749,-50,154,205
109,13785,-93,202,134
110,11474,-67,178,114
111,11176,-73,212,111
112,12425,-96,200,73
113,16450,-38,228,65
114,16680,-74,258,39
115,16689,-179,178,96
116,16684,-335,180,88
117,16688,-51,261,38
118,16687,29,303,60
119,16692,-191,200,45
120,16682,-218,140,37
121,16684,-122,222,7
122,16691,-140,237,14
123,16684,-151,207,25
124,16688,-84,233,-13
125,16681,-130,195,10
