126,16693,-207,125,137
127,16689,-31,201,158
128,16688,-46,176,89
129,16692,-168,95,150
130,16686,-168,115,248
131,16692,14,157,142
132,16685,27,88,165
133,16693,-67,68,170
134,16694,-98,70,280
135,16695,-57,55,336
136,16688,37,103,263
137,16692,-9,3,258
138,16682,-78,-10,201
139,16692,-41,6,282
140,16685,-4,5,265
141,16686,23,5,275
142,16694,58,-18,278
143,16688,4,-46,255
144,16694,32,2,239
145,16687,92,-2,237
146,16694,66,-57,244
147,16631,28,-50,256
148,9701,46,-45,270
149,7499,56,-45,251
150,7422,83,-39,249
151,6467,35,-48,241
152,6741,76,-36,241
153,6016,59,-45,246
154,6377,54,-45,255
155,9788,58,-16,249
156,15023,61,-54,226
157,16711,22,-45,228
158,16704,4,-34,218
159,16712,38,-71,235
160,16703,38,-37,196
161,16711,6,-156,212
162,16707,41,-86,227
163,16713,21,-97,226
164,16708,29,-127,234
165,12977,15,-65,250
166,8112,21,-79,257
167,6959,24,-62,195
168,6048,3,-99,201
169,5960,-3,-75,177
170,8043,34,-54,219
171,10310,3,-125,193
172,15270,23,-104,230
173,16098,-20,-79,251
174,16693,1,-87,247
175,16686,21,-83,242
176,16693,8,-100,229
177,16686,-15,-111,237
178,16696,-15,-94,267
179,16688,-29,-72,262
180,16694,-6,-77,271
181,16694,21,-70,292
182,16694,-25,-62,288
183,16693,-70,-36,255
184,16515,-38,-42,255
185,16385,-23,-9,244
186,16692,-61,33,222
187,16686,-74,40,212
188,16691,-47,65,270
189,16686,-100,75,247
190,16695,-101,92,256
191,16686,-54,171,178
192,15197,-34,162,167
193,15374,-86,144,171
194,16690,-92,147,145
195,16688,-82,208,16
196,16709,-100,173,29
197,16702,-158,192,1
198,16710,-103,199,126
199,16704,-114,223,179
200,16712,-167,215,113
201,16714,-102,226,16
202,16704,-84,207,59
203,16316,-165,185,33
204,16685,-113,184,58
205,16695,27,206,121
206,16687,-132,136,136
207,16695,-199,104,155
208,16688,-206,47,251
209,16694,-16,146,210
210,16691,-22,94,193
211,16693,-174,63,224
212,16695,-209,17,258
213,16690,82,96,288
214,16694,7,49,237
215,16682,-122,-52,222
216,16693,-123,-20,235
217,16687,-109,3,228
218,16696,-19,-27,243
219,16688,38,-61,252
220,16697,-35,-60,241
221,16696,-34,-92,255
222,16690,-56,-91,247
223,16699,-34,-63,253
224,16692,-7,-74,236
225,14012,11,-85,225
226,10883,-10,-112,214
227,10165,-7,-88,234
228,14814,0,-82,244
229,16698,2,-96,233
230,16691,12,-91,242
231,16699,14,-80,251
232,16068,5,-90,237
233,9713,1,-94,233
234,7066,-1,-90,234
235,6512,3,-90,243
236,7043,17,-91,273
237,7050,1,-72,290
238,8390,-30,-82,276
239,7040,-30,-69,270
240,8593,-34,-57,256
241,6989,-21,-23,258
242,6414,-30,15,263
243,7662,-51,23,243
244,8106,-15,63,236
245,10141,-51,43,243
246,10712,-80,75,207
247,10319,-97,70,208
248,9272,-29,123,203
249,10115,-94,135,192
250,9481,-53,144,181
251,8473,-2,174,181
252,11800,-167,171,126
253,13394,-82,160,175
254,14996,-16,160,193
255,16709,-140,184,153
256,16704,-188,167,158
257,16712,-59,201,127
258,16702,-34,265,7
259,16713,-120,199,65
260,15855,-138,199,106
261,11628,-60,222,108
262,15845,-137,203,81
263,16690,-179,190,79
264,16697,-59,186,132
265,16690,-148,171,110
266,16699,-125,159,160
267,16691,-73,146,194
268,16700,-122,173,159
269,16692,-100,148,190
270,16700,-117,143,194
271,16693,-140,149,183
272,16700,-81,162,131
273,16696,-76,132,145
274,16699,-136,122,198
275,16699,-92,107,246
276,16694,-88,122,236
277,16699,-129,110,213
278,16692,-144,96,210
279,16700,-99,94,206
280,16692,-66,107,212
281,16701,-94,79,225
282,16695,-103,93,216
283,16700,-96,82,226
284,16700,-100,84,242
285,16697,-79,94,244
286,11116,-52,86,235
287,8150,-86,81,230
288,5602,-97,82,227
289,8793,-77,94,230
290,7173,-60,83,236
291,5141,-74,71,223
292,6714,-78,67,227
293,14520,-79,68,230
294,16715,-69,59,235
295,16709,-74,59,239
296,16716,-76,66,235
297,16709,-75,61,243
298,16718,-66,66,243
299,16711,-61,65,241
300,16719,-59,65,238
301,13808,-59,70,237
302,12764,-55,70,234
303,12974,-57,69,237
304,14684,-63,67,240
305,16708,-75,65,233
306,16707,-63,68,234
307,13555,-59,73,229
308,9941,-77,50,231
309,7325,-46,67,255
310,9021,-53,84,245
311,11337,-73,69,232
312,11379,-75,67,206
313,9447,-34,60,216
314,10274,-20,76,237
315,10885,-69,30,289
316,11356,-71,61,324
317,8760,-97,72,311
318,7710,-98,117,257
319,8806,-53,111,231
320,7658,-28,111,191
321,7857,-43,147,162
322,10610,-96,150,153
323,14680,-137,132,193
324,16711,-65,185,167
325,16704,-71,210,68
326,16702,-106,193,58
327,16699,-61,216,138
328,16713,-109,213,110
329,16705,-152,202,81
330,16713,-77,216,126
331,16706,-115,214,125
332,16714,-181,175,116
333,16706,-99,176,164
334,16715,-99,189,155
335,16707,-100,168,107
336,16715,-121,185,118
337,16709,-66,181,129
338,16718,-89,170,111
339,16713,-51,121,170
340,16714,-114,117,219
341,16715,-146,96,238
342,16707,-121,109,257
343,16628,-50,86,242
344,16709,-16,95,237
345,15019,-74,70,267
346,13460,-125,83,273
347,12764,-99,85,273
348,8755,-63,91,258
349,7666,-77,108,236
350,10229,-78,99,230
351,9870,-50,106,241
352,7495,-79,176,204
353,6183,-87,157,210
354,5408,-123,170,179
355,6714,-116,176,178
356,6713,-125,174,136
357,9591,-70,186,92
358,12963,-94,204,29
359,16703,-75,237,41
360,16713,-112,200,104
361,16708,-109,211,97
362,16716,-114,219,120
363,16709,-134,206,121
364,16716,-194,172,135
365,16711,-46,195,148
366,16718,-126,168,98
367,16716,-89,146,113
368,10720,38,186,170
369,10382,-77,123,184
370,12221,-163,119,206
371,15307,-118,69,253
372,16598,48,165,168
373,13633,-63,48,186
374,15157,-160,31,274
375,16696,-16,102,297
376,16688,39,58,239
377,16695,-15,15,292
378,16690,-103,50,263
379,16698,-118,-4,280
380,15627,-26,12,230
381,16354,7,-1,242
382,16691,-1,-11,209
383,14659,-16,-50,200
384,15402,2,-53,224
385,16698,13,-24,283
386,16700,69,-43,300
387,15299,78,-44,291
388,14328,38,-70,276
389,11906,7,-69,257
390,8984,27,-79,240
391,7007,28,-66,231
392,7062,32,-70,235
393,9375,48,-63,235
394,11362,62,-58,239
395,12994,51,-60,239
396,12153,25,-71,235
397,11809,23,-65,233
398,8097,29,-66,224
399,5721,54,-59,222
400,5622,43,-68,236
401,9346,43,-71,239
402,15880,44,-67,232
403,16545,44,-75,226
404,16713,41,-77,223
405,13814,56,-68,231
406,9892,48,-70,236
407,8958,48,-73,235
408,10350,37,-85,226
409,8755,38,-81,225
410,7464,45,-84,227
411,7814,51,-79,234
412,10375,49,-85,230
413,11506,46,-87,224
414,13255,41,-77,223
415,14693,45,-82,230
416,15402,51,-83,229
417,10903,43,-86,219
418,7143,48,-87,222
419,5487,49,-85,227
420,5705,46,-91,227
421,7905,40,-92,220
422,7694,45,-84,225
423,8833,43,-93,227
424,8226,43,-93,223
425,6976,46,-90,224
426,6002,42,-88,225
427,6835,40,-95,225
428,7757,41,-97,221
429,7805,41,-93,223
430,11499,44,-92,223
431,12203,45,-92,220
432,9953,45,-96,227
433,7857,46,-92,224
434,8189,41,-100,227
435,9281,38,-93,225
436,10644,42,-89,220
437,10717,52,-90,225
438,10066,44,-96,226
439,10097,42,-94,223
440,10838,40,-97,223
441,11676,40,-98,222
442,11783,39,-96,223
443,11387,44,-93,221
444,10716,46,-94,222
445,10087,42,-91,224
446,10892,39,-95,228
447,11343,37,-97,225
448,10581,40,-94,219
449,9854,39,-95,213
450,10090,34,-100,218
451,10244,31,-97,218
452,10405,39,-98,222
453,10529,48,-91,226
454,10759,45,-91,224
455,10079,33,-100,222
456,9608,30,-104,223
457,8067,34,-100,217
458,8709,37,-92,219
459,8731,43,-95,223
460,8982,40,-95,219
461,10028,43,-99,217
462,10305,40,-101,219
463,11108,43,-102,227
464,10692,38,-99,222
465,10094,31,-105,219
466,8659,34,-104,215
467,7636,35,-101,217
468,8192,42,-99,219
469,8231,47,-106,225
470,7629,36,-100,218
471,7205,43,-104,221
472,7202,39,-101,221
473,6507,39,-100,219
474,6405,38,-104,217
475,6123,31,-103,215
476,6156,37,-103,221
477,6350,41,-103,222
478,5293,42,-102,227
479,5342,40,-102,223
480,4557,38,-103,214
481,4285,35,-106,218
482,4346,43,-103,220
483,3972,34,-102,215
484,3826,30,-103,218
485,4659,29,-104,218
486,4164,34,-105,218
487,3903,39,-101,216
488,4266,49,-96,218
489,3855,41,-105,216
490,3394,31,-106,220
491,3384,39,-111,220
492,3783,39,-110,222
493,4202,38,-112,220
494,3227,47,-104,222
495,2736,44,-107,219
496,3086,47,-111,211
497,2954,35,-110,223
498,2980,43,-108,218
499,2877,39,-106,211
500,3981,38,-109,214
501,3716,37,-116,210
502,4472,37,-109,219
503,4181,37,-110,211
504,3206,42,-115,218
505,3182,42,-112,222
506,3826,37,-109,218
507,4033,36,-110,205
508,4103,36,-117,208
509,3817,36,-110,217
510,3365,29,-113,217
511,2867,31,-107,214
512,3227,32,-116,204
513,4012,25,-116,206
514,3666,27,-121,220
515,3863,35,-115,222
516,3784,46,-119,217
517,2813,33,-113,212
518,3681,30,-119,216
519,2962,38,-122,210
520,3064,51,-115,201
521,2793,29,-113,209
522,3549,30,-121,205
523,4195,41,-122,214
524,3796,44,-120,220
525,2701,30,-125,209
526,2968,27,-123,211
527,4125,35,-125,206
528,3453,41,-124,208
529,3104,38,-125,211
530,2967,32,-128,207
531,3405,30,-127,198
532,2967,32,-129,204
533,4050,35,-127,206
534,4660,33,-127,202
535,5790,21,-128,193
536,4648,42,-130,221
537,4044,39,-120,242
538,3848,67,-105,230
539,3252,26,-116,201
540,2730,23,-117,176
541,3106,38,-116,196
542,3644,40,-124,208
543,4389,20,-132,231
544,3934,-22,-133,232
545,3307,-1,-130,243
546,4207,43,-112,220
547,4086,44,-112,196
548,3523,39,-94,195
549,4309,25,-98,201
550,7203,3,-122,184
551,5243,11,-116,210
552,5672,-37,-153,200
553,6967,15,-138,224
554,6181,14,-143,222
555,6498,29,-119,232
556,4372,33,-119,196
557,3366,24,-130,201
558,3307,13,-133,188
559,1993,17,-135,195
560,2636,20,-132,195
561,3666,26,-130,221
562,3158,21,-140,215
563,1985,21,-152,192
564,1753,21,-141,190
565,1182,18,-140,191
566,1530,23,-144,195
567,2908,26,-145,192
568,4700,19,-144,195
569,3624,26,-145,194
570,4544,37,-144,195
571,5548,27,-140,193
572,4915,29,-148,196
573,3860,33,-147,198
574,5998,32,-141,192
575,10408,34,-141,188
576,14997,28,-149,192
577,16170,27,-147,196
578,15711,34,-142,192
579,16712,32,-150,194
580,16709,26,-150,190
581,16711,33,-148,196
582,16705,30,-146,190
583,16713,32,-145,188
584,16582,35,-148,191
585,13095,20,-151,198
586,12361,43,-139,186
587,9170,42,-135,189
588,6740,35,-141,190
589,4604,25,-158,189
590,3861,40,-141,197
591,7555,44,-143,188
592,7635,33,-153,183
593,7650,28,-155,189
594,4530,22,-156,191
595,3421,29,-151,182
596,3349,43,-148,185
597,2618,41,-152,187
598,1857,26,-154,183
599,2101,28,-157,182
600,3421,26,-156,184
601,4908,30,-163,186
602,7054,30,-152,187
603,10107,36,-150,178
604,10690,29,-160,182
605,9072,33,-156,181
606,6186,40,-155,186
607,3624,27,-158,188
608,2678,30,-160,181
609,2114,32,-160,184
610,2213,37,-154,189
611,2412,24,-159,183
612,2557,40,-151,198
613,3235,17,-160,195
614,6894,28,-160,195
615,9332,16,-152,171
616,12447,35,-138,185
617,13557,26,-147,179
618,14633,29,-145,194
619,13846,33,-139,211
620,13154,29,-135,218
621,11160,22,-126,220
622,11072,10,-135,185
623,9247,12,-128,188
624,8250,17,-112,204
625,8228,37,-113,214
626,7787,17,-123,216
627,8292,30,-94,235
628,9043,31,-108,228
629,8054,20,-112,199
630,7222,15,-104,204
631,7890,32,-106,224
632,6243,10,-85,233
633,5904,3,-90,217
634,5260,-14,-110,200
635,4403,-13,-114,207
636,3370,-1,-104,211
637,4221,8,-108,221
638,3842,-2,-102,225
639,2960,0,-97,232
640,3382,-10,-116,242
641,4217,42,-105,220
642,4897,23,-103,210
643,5102,-1,-108,203
644,5413,11,-115,196
645,5305,17,-119,193
646,5414,18,-117,208
647,5493,16,-127,242
648,4892,7,-129,245
649,4713,24,-124,216
650,3996,29,-116,209
651,3416,20,-124,190
652,3251,46,-114,212
653,4138,28,-117,211
654,4906,30,-109,214
655,5173,14,-116,214
656,5812,17,-124,211
657,6034,17,-124,215
658,6200,17,-125,215
659,5959,33,-119,215
660,6240,42,-116,209
661,4839,29,-125,204
662,5951,25,-129,198
663,4449,19,-128,201
664,4921,26,-128,209
665,4907,32,-129,208
666,4664,36,-129,209
667,4260,34,-126,202
668,3821,37,-129,203
669,3391,31,-127,201
670,4730,30,-128,200
671,5164,31,-132,208
672,4795,18,-133,205
673,4903,30,-130,202
674,4471,36,-131,200
675,4456,33,-130,202
676,5301,29,-133,204
677,5519,29,-135,197
678,5167,28,-138,205
679,4042,23,-131,200
680,4123,29,-130,197
681,3994,34,-133,203
682,3700,29,-134,204
683,4046,31,-137,199
684,3650,33,-134,196
685,3996,37,-134,198
686,4275,32,-135,193
687,4099,27,-140,194
688,3999,31,-136,197
689,4473,32,-144,196
690,4992,31,-139,194
691,5476,34,-142,198
692,5013,32,-143,195
693,4813,36,-140,199
694,5267,34,-139,195
695,4643,31,-139,192
696,5512,30,-142,198
697,5424,25,-145,192
698,5474,50,-152,192
699,5404,17,-130,193
700,5790,14,-135,193
